Molecule ChEMBL ID;"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties",,,,
CHEMBL1585618;"";"0";"375.49";"0";"2.77";"SID14745679";"CN(CCOc1ccccc1)c1ccc(S(=O)(=O)N2CCCCC2)cn1";"IC50";"'>'";"100000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL4752523;"";"0";"389.50";"0";"3.24";"7";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"19.21";"0.39";"4.24";"8.49";"0";"CHEMBL4671763";"Inhibition of NLRP3 (unknown origin) assessed as inhibition of IL-18 production by cell based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4641660;"";"0";"348.45";"0";"3.71";"6";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NC1(c2ccccc2)COC1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4765040;"";"0";"316.40";"0";"2.74";"19";"CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCCC2";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4762837;"";"0";"392.50";"0";"3.96";"31";"COC(=O)C(CCc1ccccc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4127699;"";"0";"128.13";"0";"-0.50";"7";"O=C1C=C[C@@H](CO)OC1";"IC50";"'='";"42000.0";"nM";"4.38";"";"";"UO_0000065";"34.16";"0.66";"4.88";"9.41";"0";"CHEMBL4125669";"Inhibition of nigericin-induced NLRP3 inflammasome activation in PMA-differentiated human THP1 cells assessed as reduction in LPS-stimulated IL-1beta secretion incubated for 1 hr prior to stimulation with nigericin for 1 hr by quanti-blue based SEAP reporter gene assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118290";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"",,,
CHEMBL4742825;"";"0";"447.58";"0";"3.47";"12";"CC(C)(O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1";"IC50";"'='";"142.0";"nM";"6.85";"";"";"UO_0000065";"15.30";"0.31";"3.38";"6.32";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4786282;"";"0";"364.42";"0";"2.51";"1";"CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2cccc3c2CCC3)c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4764722;"";"0";"403.48";"0";"3.44";"36";"COC(=O)[C@@H](Cc1ccc(C#N)cc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"14.43";"0.27";"2.38";"6.38";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4753197;"";"0";"393.53";"0";"4.51";"21";"CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)/C=C/c1nccs1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL1571123;"";"0";"401.88";"0";"3.66";"SID49721830";"Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1";"IC50";"'='";"1670.0";"nM";"5.78";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL4204644;"";"0";"410.52";"0";"2.99";"4";"[2H]C([2H])([2H])C(O)(c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1)C([2H])([2H])[2H]";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"20.52";"0.40";"5.31";"7.64";"0";"CHEMBL4187544";"Inhibition of NLRP3 in human monocyte derived macrophages assessed as reduction in LPS-induced IL-1beta production incubated for 30 mins followed by nigericin sodium salt stimulation for 2 hrs post LPS challenge for 3 hrs by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184214";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"",,,
CHEMBL1336269;"";"0";"251.28";"0";"2.69";"SID47200064";"COc1ccc(NC(=O)C#Cc2ccccc2)cc1";"IC50";"'='";"1440.0";"nM";"5.84";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1329507;"";"0";"340.69";"0";"3.97";"SID17411940";"O=c1c2ccc(Cl)cc2nc(-c2cccc(C(F)(F)F)c2)n1O";"IC50";"'='";"2670.0";"nM";"5.57";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL602526;"";"0";"318.38";"0";"4.03";"SID49819226";"Cc1cccc(C(=O)ONC(=N)Cc2cccc3ccccc23)c1";"IC50";"'='";"1720.0";"nM";"5.76";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL4125713;"";"0";"144.10";"0";"0.16";"23";"O=C1C(F)=C[C@@H]2CO[C@H]1O2";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"36.91";"0.73";"5.16";"14.97";"0";"CHEMBL4125669";"Inhibition of nigericin-induced NLRP3 inflammasome activation in PMA-differentiated human THP1 cells assessed as reduction in LPS-stimulated IL-1beta secretion incubated for 1 hr prior to stimulation with nigericin for 1 hr by quanti-blue based SEAP reporter gene assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118290";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"",,,
CHEMBL28;"APIGENIN";"0";"270.24";"0";"2.58";"Apigenin";"O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"18.50";"0.34";"2.42";"5.50";"0";"CHEMBL4324164";"Inhibition of NLRP3 inflammasome activation in PMA differentiated human THP1 cells assessed as reduction in IL-1beta level preincubated for 30 mins followed by addition of MSU and meaured after 6 hrs by ELISA method relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321841";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"",,,
CHEMBL3906283;"";"0";"420.49";"0";"2.49";"2b";"CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CC[C@@H]4O)CCC3)c1";"IC50";"'='";"6352.0";"nM";"5.20";"";"";"UO_0000065";"12.36";"0.24";"2.71";"4.03";"0";"CHEMBL3864034";"Inhibition of NLRP3 inflammasome in LPS-stimulated human monocyte derived macrophages assessed as reduction in NLRP3 inflammasome-induced IL-1beta production preincubated for 30 mins followed by NLRP3 stimulation with ATP for 1 hr by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862040";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"",,,
CHEMBL4634233;"";"0";"507.56";"1";"4.38";"5";"CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(OC(F)(F)F)c4)C3=O)cc2)CC1";"IC50";"'='";"2570.0";"nM";"5.59";"";"";"UO_0000065";"11.01";"0.22";"1.21";"10.53";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4632676;"";"0";"431.40";"0";"4.12";"17";"O=C1S/C(=C\c2ccc(-c3nnn[nH]3)cc2)C(=O)N1Cc1cccc(C(F)(F)F)c1";"IC50";"'='";"5610.0";"nM";"5.25";"";"";"UO_0000065";"12.17";"0.24";"1.13";"5.72";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4642387;"";"0";"484.52";"1";"6.36";"8";"O=C(Nc1ccccc1)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4649372;"";"0";"451.49";"1";"5.24";"11";"O=C(O)c1ccc(/C=C2\SC(=S)N(CCCc3cccc(C(F)(F)F)c3)C2=O)cc1";"IC50";"'='";"4320.0";"nM";"5.37";"";"";"UO_0000065";"11.88";"0.24";"0.12";"9.31";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4641361;"";"0";"475.52";"0";"4.72";"14";"O=C1/C(=C/c2ccc(-c3nnn[nH]3)cc2)SC(=S)N1CCCc1cccc(C(F)(F)F)c1";"IC50";"'='";"4850.0";"nM";"5.31";"";"";"UO_0000065";"11.18";"0.23";"0.59";"7.11";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4633769;"";"0";"406.53";"0";"2.61";"11";"Cc1ccc(S(=O)(=O)NS(=O)(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4644835;"";"0";"412.49";"0";"4.16";"29";"Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605574";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in TNF alpha level preincubated for 1 hr followed by addition of monosodium urate crystals further incubated for 16 hrs and measured post monosodium urate crystals addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4636825;"";"0";"381.46";"0";"3.10";"33";"N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccnc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605574";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in TNF alpha level preincubated for 1 hr followed by addition of monosodium urate crystals further incubated for 16 hrs and measured post monosodium urate crystals addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4649621;"";"0";"422.51";"0";"3.11";"7";"Cc1ccc(S(=O)(=O)Nc2c(Nc3c4c(cc5c3CCC5)CCC4)c(=O)c2=O)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4635816;"";"0";"411.53";"0";"4.08";"24";"CC(=O)N=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4644835;"";"0";"412.49";"0";"4.16";"29";"Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1F";"IC50";"'='";"5.3";"nM";"8.28";"";"";"UO_0000065";"20.06";"0.39";"4.12";"8.77";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4849674;"";"0";"454.55";"0";"3.24";"16";"CC(C)c1cccc2c1CC(=O)NS(=O)(=O)c1cnn(c1)C(C)(C)COc1cc-2ccn1";"IC50";"'<='";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4827632";"Inhibition of NLRP3 inflammasome activation in LPS-primed human whole blood assessed as reduction in nigericin-induced IL-1beta level preincubated for 3 hrs followed by nigericin addition and measured after 1 hrs by AlphaLISA assay";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825720";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 4.0 hr",,,
CHEMBL4752523;"";"0";"389.50";"0";"3.24";"7";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1nccs1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4671762";"Inhibition of NLRP3 (unknown origin) assessed as inhibition of TNFalpha production by cell based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4751187;"";"0";"403.53";"0";"3.55";"19";"Cc1c2c(c(NC(=O)NS(=O)(=O)/C=C/c3nccs3)c3c1CCC3)CCC2";"IC50";"'='";"294.0";"nM";"6.53";"";"";"UO_0000065";"16.19";"0.33";"2.98";"7.41";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4797478;"";"0";"336.82";"0";"3.00";"21";"CCOC(=O)CNC(=O)Nc1c2c(c(Cl)c3c1CCC3)CCC2";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4741383;"";"0";"312.37";"0";"2.64";"26";"CCOC(=O)CNC(=O)NC(c1ccccc1)c1ccccc1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4786071;"";"0";"380.45";"0";"2.36";"41";"COC(=O)[C@@H](Cc1cncnc1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"14.05";"0.26";"2.99";"5.74";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
